E_norm,J_crit_norm,J_norm,Lprime,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.4907731959879403,0.3709677419354839,0.43165518768185285,3.912796842646769e-07,2478624.804174953,49077.31959879403,195639.84213233844,0.4300857502415713,0.12,0.28,0.17,0.34,0.5,0.0,5352524327.254975,0.05393080138744922,1115.147100154329,1.3199999999999998,3.08,8.1,8.16,16.32,24.0,0
0.517461894404824,0.3709677419354839,0.3770964748136543,3.843649632780039e-07,2228346.5505657666,51746.189440482405,192182.48163900193,0.5113331615266536,0.42,0.23,0.17,0.34,0.49,1.0,4675996287.689314,0.061244431589964184,1095.440145342311,4.62,2.5300000000000002,5.35,8.16,16.32,23.52,0
0.4604894511126228,0.3709677419354839,0.348277408574332,3.911269105329965e-07,2638536.67726861,46048.94511126228,195563.45526649823,0.4604894511126228,0.46,0.14,0.34,0.31,0.29,2.0,4318639866.321716,0.0491181492572405,1114.71169501904,5.0600000000000005,1.54,5.8999999999999995,16.32,14.879999999999999,13.919999999999998,0
0.46647540803146026,0.3709677419354839,0.4073236247105433,3.912846834499585e-07,2607831.4571184576,46647.540803146025,195642.34172497925,0.43011952525640085,0.42,0.61,0.19,0.33,0.22,3.0,5050812946.410737,0.05002108358688015,1115.1613478323818,4.62,6.71,1.17,9.120000000000001,15.84,10.56,0
0.4270441511403113,0.3709677419354839,0.5655071124218648,3.921776307579759e-07,2868173.415772,42704.41511403113,196088.81537898796,0.23250478065393038,0.17,0.59,0.17,0.14,0.39,4.0,7012288194.031124,0.04336714066893634,1117.7062476602314,1.87,6.489999999999999,4.14,8.16,6.720000000000001,18.72,0
0.31402538172584704,0.3709677419354839,0.6916178318129275,3.8684395819666305e-07,3743453.4026788576,31402.538172584704,193421.97909833153,-0.006624708151596548,0.81,0.19,0.12,0.12,0.14,5.0,8576061114.4803,0.026669396755390776,1102.5052808604898,8.91,2.09,1.5,5.76,5.76,6.720000000000001,0
0.41442475875386325,0.3709677419354839,0.310368254090904,3.853997495253729e-07,2804906.0523721315,41442.47587538633,192699.87476268646,0.41442475875386325,0.5,0.2,0.41,0.34,0.12,6.0,3848566350.72721,0.04370100857735275,1098.389286147313,5.5,2.2,4.8,19.68,16.32,5.76,0
0.43876010161086154,0.3709677419354839,0.3059130188126266,3.814334013646127e-07,2568376.942141316,43876.01016108615,190716.70068230634,0.43876010161086154,0.59,0.1,0.25,0.57,0.11,7.0,3793321433.27657,0.049255728414732365,1087.0851938891462,6.489999999999999,1.1,4.91,12.0,27.36,5.28,0
0.464257922379638,0.3709677419354839,0.4062205027493906,3.9111651594338573e-07,2616910.5130522074,46425.7922379638,195558.25797169286,0.42900516156573126,0.39,0.2,0.59,0.13,0.32,8.0,5037134234.092443,0.0497286760461692,1114.6820704386494,4.29,2.2,6.010000000000001,28.32,6.24,15.36,0
0.3390477050471256,0.3709677419354839,0.5268095805437941,3.941448934825179e-07,3667217.195505687,33904.770504712564,197072.44674125896,0.18320586643881537,0.4,0.24,0.23,0.17,0.16,9.0,6532438798.743047,0.028738962334376776,1123.312946425176,4.4,2.6399999999999997,5.46,11.040000000000001,8.16,7.68,0
0.3084778329422263,0.3709677419354839,0.5404294252441653,3.9096425465745085e-07,3933842.1023974745,30847.78329422263,195482.12732872542,0.13901614963354492,0.19,0.49,0.12,0.2,0.14,10.0,6701324873.02765,0.024692418312770897,1114.248125773735,2.09,5.39,5.0200000000000005,5.76,9.600000000000001,6.720000000000001,0
0.4612911094644125,0.3709677419354839,0.3455130004700374,3.839144508097399e-07,2490909.924207793,46129.11094644125,191957.22540486994,0.4612911094644125,0.24,0.59,0.52,0.2,0.28,11.0,4284361205.828464,0.052063093907709176,1094.1561848077588,2.6399999999999997,6.489999999999999,3.37,24.96,9.600000000000001,13.440000000000001,0
0.6208130928425803,0.3709677419354839,0.43403166251921116,3.9204143485737477e-07,1970900.824717524,62081.30928425804,196020.71742868738,0.557749172258853,0.75,0.25,0.16,0.35,0.52,12.0,5381992615.238218,0.07445742320990793,1117.318089343518,8.25,2.75,1.5,7.68,16.799999999999997,24.96,0
0.5323192681460226,0.3709677419354839,0.7106302861631432,3.9374251643106804e-07,2328597.7846386186,53231.92681460226,196871.258215534,0.1926567239183633,0.34,0.24,0.12,0.15,0.63,13.0,8811815548.422976,0.05954498218381109,1122.1661718285438,3.74,2.6399999999999997,6.12,5.76,7.199999999999999,30.240000000000002,0
0.40283373600793393,0.3709677419354839,0.29085620173601057,3.714078795630969e-07,2582600.520552349,40283.37360079339,185703.93978154846,0.40283373600793393,0.1,0.49,0.16,0.74,0.11,14.0,3606616901.526531,0.04690579352234909,1058.5124567548262,1.1,5.39,6.010000000000001,7.68,35.519999999999996,5.28,0
0.42009927739987024,0.3709677419354839,0.3575251332228999,3.8466353877604685e-07,2751191.7602633787,42009.927739987026,192331.76938802341,0.42009927739987024,0.1,0.54,0.31,0.35,0.26,15.0,4433311651.963959,0.04490852915669207,1096.2910855117334,1.1,5.94,5.46,14.879999999999999,16.799999999999997,12.48,0
0.4785054137439387,0.3709677419354839,0.37983131071337467,3.8952376295664107e-07,2508099.3986622235,47850.54137439387,194761.88147832055,0.4696418449660479,0.47,0.43,0.51,0.13,0.27,16.0,4709908252.845846,0.052653174982699294,1110.142724426427,5.17,4.7299999999999995,2.6000000000000005,24.48,6.24,12.96,0
