E_norm,J_crit_norm,J_norm,Lprime,P_left,P_right,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num,energykj,P_leftM,P_rightM,LprimeuH
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,4,,455.8197566,100.2611497,111.1059831,3.84E-01
0.439119202,0.776923077,0.477929672,3.74E-07,89272754.18,130306954.8,488778.4307,464430.0647,187189.9189,0.035026471,0.29,0.66,0.64,0.19,0.11,68,2485234296,0.082974999,1759.60235,3.19,7.26,9.55,30.72,9.12,5.28,4,,464.4300647,89.27275418,130.3069548,3.74E-01
0.303031554,0.776923077,0.549774229,3.79E-07,104845652.3,134482225,457714.6512,407273.2525,189603.4076,-0.161577098,0.87,0.45,0.33,0.23,0.21,69,2858825991,0.114239324,1647.772744,9.57,4.95,5.48,15.84,11.04,10.08,4,,407.2732525,104.8456523,134.482225,3.79E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,4,,571.9990411,112.6206549,123.1439515,3.87E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,4,,455.8197566,100.2611497,111.1059831,3.84E-01
0.326024729,0.776923077,0.609538809,3.83E-07,95733584.93,114254244.2,463109.4507,416930.3864,191303.6934,0.13596814,0.31,0.52,0.43,0.19,0.35,70,3169601807,0.113085272,1667.194023,3.41,5.72,10.87,20.64,9.12,16.8,4,,416.9303864,95.73358493,114.2542442,3.83E-01
0.396867942,0.776923077,0.563906209,3.79E-07,92096101.08,111531937.2,479349.5548,446684.5356,189452.0527,0.243108779,0.29,0.45,0.43,0.27,0.24,71,2932312286,0.095227347,1725.658397,3.19,4.95,11.86,20.64,12.96,11.52,4,,446.6845356,92.09610108,111.5319372,3.79E-01
0.561516443,0.776923077,0.600494182,3.82E-07,99119102.31,129745636.5,515119.6003,515836.906,190750.5139,0.164907956,0.29,0.66,0.43,0.19,0.11,31,3122569746,0.07030335,1854.430561,3.19,7.26,9.55,20.64,9.12,5.28,4,,515.836906,99.11910231,129.7456365,3.82E-01
0.409176781,0.776923077,0.606659347,3.81E-07,102503196.5,122827144.5,482115.4558,451854.248,190640.2198,0.102311657,0.31,0.8,0.33,0.23,0.21,72,3154628603,0.09542441,1735.615641,3.41,8.8,7.79,15.84,11.04,10.08,4,,451.854248,102.5031965,122.8271445,3.81E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,4,,496.8049543,100.6834889,112.3021037,3.85E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,5,,571.9990411,112.6206549,123.1439515,3.87E-01
0.376703894,0.776923077,0.670920904,3.82E-07,100792970.1,116889857.3,474783.7041,438215.6356,191114.376,0.150712827,0.29,0.71,0.33,0.23,0.27,73,3488788701,0.10252935,1709.221335,3.19,7.81,9,15.84,11.04,12.96,5,,438.2156356,100.7929701,116.8898573,3.82E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,5,,571.9990411,112.6206549,123.1439515,3.87E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,5,,571.9990411,112.6206549,123.1439515,3.87E-01
0.466622317,0.776923077,0.700471214,3.84E-07,102574725.8,115626898.1,494819.5483,475981.3732,191771.2429,0.255688949,0.29,0.63,0.33,0.23,0.21,74,3642450311,0.087557936,1781.350374,3.19,6.93,9.88,15.84,11.04,10.08,5,,475.9813732,102.5747258,115.6268981,3.84E-01
0.482819839,0.776923077,0.449588823,3.77E-07,89025648.14,129875136.9,498343.1047,482784.3325,188287.9186,0.084484681,0.31,0.52,0.65,0.19,0.11,75,2337861881,0.07782788,1794.035177,3.41,5.72,10.87,31.2,9.12,5.28,5,,482.7843325,89.02564814,129.8751369,3.77E-01
0.318651431,0.776923077,0.570225107,3.77E-07,104789211.5,162690869.9,461386.353,413833.601,188589.6957,-0.522016046,0.96,0.52,0.43,0.19,0.11,76,2965170554,0.108745717,1660.990871,10.56,5.72,3.72,20.64,9.12,5.28,5,,413.833601,104.7892115,162.6908699,3.77E-01
0.638258124,0.776923077,0.602236739,3.84E-07,98486138.82,127712832,530969.1098,548068.4122,191986.798,0.268753697,0.29,0.45,0.43,0.19,0.11,52,3131631044,0.061578093,1911.488795,3.19,4.95,11.86,20.64,9.12,5.28,5,,548.0684122,98.48613882,127.712832,3.84E-01
0.348101083,0.776923077,0.66115645,3.87E-07,105823760.9,110089914.4,468230.6545,426202.4547,193681.8179,0.20774513,0.31,0.52,0.26,0.19,0.4,77,3438013539,0.113646172,1685.630356,3.41,5.72,10.87,12.48,9.12,19.2,5,,426.2024547,105.8237609,110.0899144,3.87E-01
0.591659439,0.776923077,0.6052917,3.83E-07,97563536.71,126292541.7,521402.5109,528496.9643,191302.5709,0.241092217,0.31,0.52,0.45,0.19,0.11,78,3147516842,0.06689998,1877.049039,3.41,5.72,10.87,21.6,9.12,5.28,5,,528.4969643,97.56353671,126.2925417,3.83E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,5,,455.8197566,100.2611497,111.1059831,3.84E-01
0.436423442,0.776923077,0.694432653,3.85E-07,101381914.9,114552125.8,488182.2784,463297.8455,192359.1408,0.241013182,0.31,0.52,0.33,0.21,0.27,61,3611049795,0.094031388,1757.456202,3.41,5.72,10.87,15.84,10.08,12.96,5,,463.2978455,101.3819149,114.5521258,3.85E-01
0.622073718,0.776923077,0.6107458,3.85E-07,103723262.7,121308003.7,527666.1487,541270.9614,192431.5471,0.334243739,0.31,0.52,0.33,0.23,0.11,79,3175878157,0.064684275,1899.598135,3.41,5.72,10.87,15.84,11.04,5.28,5,,541.2709614,103.7232627,121.3080037,3.85E-01
0.455973873,0.776923077,0.642542314,3.83E-07,103163847.1,115118402.6,492489.3863,471509.0266,191449.8489,0.251231325,0.29,0.66,0.33,0.23,0.21,45,3341220032,0.088739035,1772.961791,3.19,7.26,9.55,15.84,11.04,10.08,5,,471.5090266,103.1638471,115.1184026,3.83E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,5,,496.8049543,100.6834889,112.3021037,3.85E-01
0.396867942,0.776923077,0.563906209,3.79E-07,92096101.08,111531937.2,479349.5548,446684.5356,189452.0527,0.243108779,0.29,0.45,0.43,0.27,0.24,71,2932312286,0.095227347,1725.658397,3.19,4.95,11.86,20.64,12.96,11.52,5,,446.6845356,92.09610108,111.5319372,3.79E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,5,,496.8049543,100.6834889,112.3021037,3.85E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,5,,571.9990411,112.6206549,123.1439515,3.87E-01
0.445227872,0.776923077,0.697633281,3.85E-07,99179838.34,111138194.8,490126.6457,466995.7064,192267.2806,0.296718609,0.29,0.45,0.33,0.23,0.27,64,3627693063,0.092280816,1764.455924,3.19,4.95,11.86,15.84,11.04,12.96,5,,466.9957064,99.17983834,111.1381948,3.85E-01
0.386372565,0.776923077,0.585554169,3.78E-07,101166497.1,142186049,476978.4858,442276.4772,189163.4118,-0.177274586,0.82,0.45,0.43,0.19,0.11,80,3044881679,0.096586885,1717.122549,9.02,4.95,6.03,20.64,9.12,5.28,5,,442.2764772,101.1664971,142.186049,3.78E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,6,,571.9990411,112.6206549,123.1439515,3.87E-01
0.622073718,0.776923077,0.6107458,3.85E-07,103723262.7,121308003.7,527666.1487,541270.9614,192431.5471,0.334243739,0.31,0.52,0.33,0.23,0.11,79,3175878157,0.064684275,1899.598135,3.41,5.72,10.87,15.84,11.04,5.28,6,,541.2709614,103.7232627,121.3080037,3.85E-01
0.622073718,0.776923077,0.6107458,3.85E-07,103723262.7,121308003.7,527666.1487,541270.9614,192431.5471,0.334243739,0.31,0.52,0.33,0.23,0.11,79,3175878157,0.064684275,1899.598135,3.41,5.72,10.87,15.84,11.04,5.28,6,,541.2709614,103.7232627,121.3080037,3.85E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,6,,496.8049543,100.6834889,112.3021037,3.85E-01
0.466622317,0.776923077,0.700471214,3.84E-07,102574725.8,115626898.1,494819.5483,475981.3732,191771.2429,0.255688949,0.29,0.63,0.33,0.23,0.21,74,3642450311,0.087557936,1781.350374,3.19,6.93,9.88,15.84,11.04,10.08,6,,475.9813732,102.5747258,115.6268981,3.84E-01
0.436644835,0.776923077,0.502680766,3.78E-07,93881198.96,123992174.8,488231.2658,463390.8308,188897.171,0.116749171,0.31,0.52,0.26,0.47,0.11,81,2613939986,0.086901012,1757.632557,3.41,5.72,10.87,12.48,22.56,5.28,6,,463.3908308,93.88119896,123.9921748,3.78E-01
0.610333571,0.776923077,0.671607446,3.85E-07,103054769.2,116529269.5,525257.1876,536340.1,192597.0233,0.386888542,0.29,0.45,0.33,0.23,0.14,82,3492358717,0.066671847,1890.925876,3.19,4.95,11.86,15.84,11.04,6.72,6,,536.3401,103.0547692,116.5292695,3.85E-01
0.595885395,0.776923077,0.617500313,3.82E-07,98768437,128530161,522277.3149,530271.866,191052.8032,0.215483248,0.31,0.52,0.43,0.19,0.11,5,3211001627,0.065807202,1880.198334,3.41,5.72,10.87,20.64,9.12,5.28,6,,530.271866,98.768437,128.530161,3.82E-01
0.354327068,0.776923077,0.548793727,3.78E-07,100943042.9,144540723.8,469664.8444,428817.3684,188889.7576,-0.240492293,0.87,0.45,0.45,0.19,0.11,83,2853727382,0.102179894,1690.79344,9.57,4.95,5.48,21.6,9.12,5.28,6,,428.8173684,100.9430429,144.5407238,3.78E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,6,,496.8049543,100.6834889,112.3021037,3.85E-01
0.416013096,0.776923077,0.680511898,3.81E-07,102679377.1,119717394.3,483644.8019,454725.5004,190682.0346,0.150435128,0.29,0.8,0.33,0.23,0.21,84,3538661869,0.094260486,1741.121287,3.19,8.8,8.01,15.84,11.04,10.08,6,,454.7255004,102.6793771,119.7173943,3.81E-01
0.50214141,0.776923077,0.50570131,3.78E-07,91542332.88,123120333.2,502513.9436,490899.3924,188750.3377,0.193870301,0.31,0.52,0.53,0.23,0.11,85,2629646812,0.07561214,1809.050197,3.41,5.72,10.87,25.44,11.04,5.28,6,,490.8993924,91.54233288,123.1203332,3.78E-01
0.40891314,0.776923077,0.672791194,3.83E-07,99615261.48,110287871.1,482056.3797,451743.5187,191515.1241,0.271741525,0.31,0.52,0.33,0.24,0.27,86,3498514209,0.097287811,1735.402967,3.41,5.72,10.87,15.84,11.52,12.96,6,,451.7435187,99.61526148,110.2878711,3.83E-01
0.725072612,0.776923077,0.606667564,3.88E-07,112098189.3,124641459.3,548346.9815,584530.4972,193761.5613,0.384421633,0.29,0.45,0.26,0.19,0.11,87,3154671330,0.053355754,1974.049134,3.19,4.95,11.86,12.48,9.12,5.28,6,,584.5304972,112.0981893,124.6414593,3.88E-01
0.550123468,0.776923077,0.531121958,3.80E-07,93826313.8,128105220.1,512724.8361,511051.8567,190079.765,0.175387201,0.31,0.52,0.52,0.19,0.11,88,2761834183,0.070724708,1845.80941,3.41,5.72,10.87,24.96,9.12,5.28,6,,511.0518567,93.8263138,128.1052201,3.80E-01
0.484041234,0.776923077,0.631295657,3.83E-07,100607905.9,114224319.1,498607.7935,483297.3184,191656.5954,0.293775741,0.31,0.52,0.33,0.23,0.21,57,3282737416,0.084383473,1794.988056,3.41,5.72,10.87,15.84,11.04,10.08,6,,483.2973184,100.6079059,114.2243191,3.83E-01
0.725072612,0.776923077,0.606667564,3.88E-07,112098189.3,124641459.3,548346.9815,584530.4972,193761.5613,0.384421633,0.29,0.45,0.26,0.19,0.11,87,3154671330,0.053355754,1974.049134,3.19,4.95,11.86,12.48,9.12,5.28,6,,584.5304972,112.0981893,124.6414593,3.88E-01
0.484041234,0.776923077,0.631295657,3.83E-07,100607905.9,114224319.1,498607.7935,483297.3184,191656.5954,0.293775741,0.31,0.52,0.33,0.23,0.21,57,3282737416,0.084383473,1794.988056,3.41,5.72,10.87,15.84,11.04,10.08,6,,483.2973184,100.6079059,114.2243191,3.83E-01
0.3894067,0.776923077,0.663532168,3.83E-07,100828127.5,113866511.3,477665.1535,443550.8138,191332.8613,0.203691755,0.29,0.66,0.33,0.23,0.27,55,3450367275,0.10055855,1719.594553,3.19,7.26,9.55,15.84,11.04,12.96,6,,443.5508138,100.8281275,113.8665113,3.83E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,6,,571.9990411,112.6206549,123.1439515,3.87E-01
0.610333571,0.776923077,0.671607446,3.85E-07,103054769.2,116529269.5,525257.1876,536340.1,192597.0233,0.386888542,0.29,0.45,0.33,0.23,0.14,82,3492358717,0.066671847,1890.925876,3.19,4.95,11.86,15.84,11.04,6.72,7,,536.3401,103.0547692,116.5292695,3.85E-01
0.601923756,0.776923077,0.650616109,3.83E-07,101898501.4,120780367.2,523524.7632,532807.9774,191493.3622,0.322953691,0.31,0.52,0.35,0.23,0.11,89,3383203766,0.065777086,1884.689148,3.41,5.72,10.87,16.8,11.04,5.28,7,,532.8079774,101.8985014,120.7803672,3.83E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,7,,571.9990411,112.6206549,123.1439515,3.87E-01
0.426086101,0.776923077,0.629105938,3.80E-07,93618180.11,115844317.1,485889.4534,458956.1624,190219.7925,0.21482854,0.31,0.52,0.46,0.23,0.21,90,3271350877,0.091487799,1749.202032,3.41,5.72,10.87,22.08,11.04,10.08,7,,458.9561624,93.61818011,115.8443171,3.80E-01
0.280416396,0.776923077,0.63566688,3.79E-07,107461718.2,148050328.1,452345.787,397774.8862,189677.9784,-0.367716364,0.91,0.52,0.33,0.23,0.21,91,3305467778,0.119320758,1628.444833,10.01,5.72,4.27,15.84,11.04,10.08,7,,397.7748862,107.4617182,148.0503281,3.79E-01
0.576795096,0.776923077,0.633990222,3.83E-07,102081966.6,122863275.8,518313.7528,522253.9404,191516.9122,0.269869452,0.44,0.45,0.33,0.23,0.11,92,3296749153,0.069499962,1865.92951,4.84,4.95,10.21,15.84,11.04,5.28,7,,522.2539404,102.0819666,122.8632758,3.83E-01
0.682142653,0.776923077,0.619881979,3.85E-07,104077113.3,119937653.3,539823.509,566499.9142,192618.7958,0.412230163,0.29,0.35,0.33,0.23,0.11,93,3223386290,0.056818094,1943.364632,3.19,3.85,12.96,15.84,11.04,5.28,7,,566.4999142,104.0771133,119.9376533,3.85E-01
0.74965743,0.776923077,0.736388313,3.88E-07,110530125.3,125455946.1,553169.0039,594856.1206,193868.1823,0.39971469,0.31,0.33,0.26,0.19,0.11,94,3829219226,0.050468267,1991.408414,3.41,3.63,12.96,12.48,9.12,5.28,7,,594.8561206,110.5301253,125.4559461,3.88E-01
0.369178485,0.776923077,0.65058747,3.80E-07,103827055,129915534.9,473068.3942,435054.9636,189857.5004,-0.033522369,0.31,0.95,0.33,0.23,0.21,95,3383054845,0.101332033,1703.046219,3.41,10.45,6.14,15.84,11.04,10.08,7,,435.0549636,103.827055,129.9155349,3.80E-01
0.231234442,0.776923077,0.723160755,3.88E-07,104231752,108868080.4,440444.0718,377118.4658,193809.5949,0.108761619,0.29,0.45,0.26,0.19,0.55,96,3760435926,0.140032248,1585.598658,3.19,4.95,11.86,12.48,9.12,26.4,7,,377.1184658,104.231752,108.8680804,3.88E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,7,,571.9990411,112.6206549,123.1439515,3.87E-01
0.367877524,0.776923077,0.621001639,3.81E-07,101633285.3,122980795.9,472771.2277,434508.56,190609.1756,0.059833626,0.68,0.45,0.33,0.23,0.21,97,3229208523,0.10317423,1701.97642,7.48,4.95,7.57,15.84,11.04,10.08,7,,434.50856,101.6332853,122.9807959,3.81E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,7,,496.8049543,100.6834889,112.3021037,3.85E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,7,,571.9990411,112.6206549,123.1439515,3.87E-01
0.496921818,0.776923077,0.626697967,3.81E-07,107124744.8,138644030.5,501390.6399,488707.1635,190566.1201,-0.025456667,0.29,0.94,0.33,0.23,0.11,98,3258829429,0.080075145,1805.006304,3.19,10.34,6.47,15.84,11.04,5.28,7,,488.7071635,107.1247448,138.6440305,3.81E-01
0.725072612,0.776923077,0.606667564,3.88E-07,112098189.3,124641459.3,548346.9815,584530.4972,193761.5613,0.384421633,0.29,0.45,0.26,0.19,0.11,87,3154671330,0.053355754,1974.049134,3.19,4.95,11.86,12.48,9.12,5.28,7,,584.5304972,112.0981893,124.6414593,3.88E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,7,,496.8049543,100.6834889,112.3021037,3.85E-01
0.622073718,0.776923077,0.6107458,3.85E-07,103723262.7,121308003.7,527666.1487,541270.9614,192431.5471,0.334243739,0.31,0.52,0.33,0.23,0.11,79,3175878157,0.064684275,1899.598135,3.41,5.72,10.87,15.84,11.04,5.28,7,,541.2709614,103.7232627,121.3080037,3.85E-01
0.443985453,0.776923077,0.643904904,3.83E-07,101238404.3,117169666.6,489852.7379,466473.8903,191272.6109,0.21381816,0.34,0.63,0.33,0.23,0.21,99,3348305503,0.090469617,1763.469857,3.74,6.93,9.33,15.84,11.04,10.08,7,,466.4738903,101.2384043,117.1696666,3.83E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,7,,496.8049543,100.6834889,112.3021037,3.85E-01
0.682142653,0.776923077,0.619881979,3.85E-07,104077113.3,119937653.3,539823.509,566499.9142,192618.7958,0.412230163,0.29,0.35,0.33,0.23,0.11,93,3223386290,0.056818094,1943.364632,3.19,3.85,12.96,15.84,11.04,5.28,8,,566.4999142,104.0771133,119.9376533,3.85E-01
0.526776225,0.776923077,0.698082562,3.85E-07,99813436.74,114255797.7,507782.0398,501246.0143,192590.7627,0.336698921,0.29,0.42,0.33,0.23,0.21,100,3630029322,0.079278406,1828.015343,3.19,4.62,12.19,15.84,11.04,10.08,8,,501.2460143,99.81343674,114.2557977,3.85E-01
0.32241769,0.776923077,0.679336411,3.85E-07,97367166.63,108763218.7,462267.3088,415415.43,192438.2065,0.205574775,0.31,0.33,0.33,0.23,0.41,101,3532549337,0.116292052,1664.162312,3.41,3.63,12.96,15.84,11.04,19.68,8,,415.41543,97.36716663,108.7632187,3.85E-01
0.725072612,0.776923077,0.606667564,3.88E-07,112098189.3,124641459.3,548346.9815,584530.4972,193761.5613,0.384421633,0.29,0.45,0.26,0.19,0.11,87,3154671330,0.053355754,1974.049134,3.19,4.95,11.86,12.48,9.12,5.28,8,,584.5304972,112.0981893,124.6414593,3.88E-01
0.504753237,0.776923077,0.620531324,3.83E-07,94241920.33,114108415.2,503075.091,491996.3597,191562.8074,0.316641035,0.29,0.35,0.43,0.23,0.21,102,3226762886,0.080783726,1811.070328,3.19,3.85,12.96,20.64,11.04,10.08,8,,491.9963597,94.24192033,114.1084152,3.83E-01
0.725072612,0.776923077,0.606667564,3.88E-07,112098189.3,124641459.3,548346.9815,584530.4972,193761.5613,0.384421633,0.29,0.45,0.26,0.19,0.11,87,3154671330,0.053355754,1974.049134,3.19,4.95,11.86,12.48,9.12,5.28,8,,584.5304972,112.0981893,124.6414593,3.88E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,8,,496.8049543,100.6834889,112.3021037,3.85E-01
0.484041234,0.776923077,0.631295657,3.83E-07,100607905.9,114224319.1,498607.7935,483297.3184,191656.5954,0.293775741,0.31,0.52,0.33,0.23,0.21,57,3282737416,0.084383473,1794.988056,3.41,5.72,10.87,15.84,11.04,10.08,8,,483.2973184,100.6079059,114.2243191,3.83E-01
0.646830034,0.776923077,0.671882365,3.84E-07,102595395.7,120388041.6,532710.1945,551668.6142,192181.6456,0.372394083,0.29,0.45,0.33,0.23,0.11,103,3493788299,0.060762095,1917.7567,3.19,4.95,11.86,15.84,11.04,5.28,8,,551.6686142,102.5953957,120.3880416,3.84E-01
0.681439685,0.776923077,0.661257478,3.86E-07,103461003.9,119293959.4,539682.819,566204.6678,192771.7093,0.42072589,0.31,0.33,0.33,0.23,0.11,104,3438538888,0.057194453,1942.858149,3.41,3.63,12.96,15.84,11.04,5.28,8,,566.2046678,103.4610039,119.2939594,3.86E-01
0.610333571,0.776923077,0.671607446,3.85E-07,103054769.2,116529269.5,525257.1876,536340.1,192597.0233,0.386888542,0.29,0.45,0.33,0.23,0.14,82,3492358717,0.066671847,1890.925876,3.19,4.95,11.86,15.84,11.04,6.72,8,,536.3401,103.0547692,116.5292695,3.85E-01
0.610333571,0.776923077,0.671607446,3.85E-07,103054769.2,116529269.5,525257.1876,536340.1,192597.0233,0.386888542,0.29,0.45,0.33,0.23,0.14,82,3492358717,0.066671847,1890.925876,3.19,4.95,11.86,15.84,11.04,6.72,8,,536.3401,103.0547692,116.5292695,3.85E-01
0.724857185,0.776923077,0.712846937,3.88E-07,111288383.4,123940153,548304.5406,584440.0178,193909.1654,0.394366762,0.31,0.43,0.26,0.19,0.11,105,3706804070,0.053652306,1973.896346,3.41,4.73,11.86,12.48,9.12,5.28,8,,584.4400178,111.2883834,123.940153,3.88E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,8,,571.9990411,112.6206549,123.1439515,3.87E-01
0.576795096,0.776923077,0.633990222,3.83E-07,102081966.6,122863275.8,518313.7528,522253.9404,191516.9122,0.269869452,0.44,0.45,0.33,0.23,0.11,92,3296749153,0.069499962,1865.92951,4.84,4.95,10.21,15.84,11.04,5.28,8,,522.2539404,102.0819666,122.8632758,3.83E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,8,,571.9990411,112.6206549,123.1439515,3.87E-01
0.229410619,0.776923077,0.731302997,3.88E-07,103206923.4,108843944.3,439996.5277,376352.4599,193945.2167,0.108284438,0.29,0.35,0.26,0.19,0.57,106,3802775587,0.140788062,1583.9875,3.19,3.85,12.96,12.48,9.12,27.36,8,,376.3524599,103.2069234,108.8439443,3.88E-01
0.711025364,0.776923077,0.728018859,3.87E-07,107896336.4,126228713.4,545572.6466,578630.6527,193533.5724,0.353412849,0.29,0.45,0.33,0.17,0.11,107,3785698066,0.054734743,1964.061528,3.19,4.95,11.86,15.84,8.16,5.28,8,,578.6306527,107.8963364,126.2287134,3.87E-01
0.63696389,0.776923077,0.691749453,3.85E-07,102413547.8,116757356.1,530705.7349,547524.8339,192501.7525,0.411118928,0.29,0.35,0.33,0.23,0.14,108,3597097156,0.062727854,1910.540646,3.19,3.85,12.96,15.84,11.04,6.72,8,,547.5248339,102.4135478,116.7573561,3.85E-01
0.682142653,0.776923077,0.619881979,3.85E-07,104077113.3,119937653.3,539823.509,566499.9142,192618.7958,0.412230163,0.29,0.35,0.33,0.23,0.11,93,3223386290,0.056818094,1943.364632,3.19,3.85,12.96,15.84,11.04,5.28,8,,566.4999142,104.0771133,119.9376533,3.85E-01
0.681439685,0.776923077,0.661257478,3.86E-07,103461003.9,119293959.4,539682.819,566204.6678,192771.7093,0.42072589,0.31,0.33,0.33,0.23,0.11,104,3438538888,0.057194453,1942.858149,3.41,3.63,12.96,15.84,11.04,5.28,9,,566.2046678,103.4610039,119.2939594,3.86E-01
