E_norm,J_crit_norm,J_norm,Lprime,P_left,P_right,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num,energykj,P_leftM,P_rightM,LprimeuH
0.22411623,0.776923077,0.562988256,3.79E-07,99298288.72,133496854.3,438694.763,374128.8168,189379.2591,-0.222508493,0.81,0.35,0.11,0.53,0.24,17,2927538930,0.131687987,1579.301147,8.91,3.85,7.24,5.28,25.44,11.52,1,,374.1288168,99.29828872,133.4968543,3.79E-01
0.373518923,0.776923077,0.676659248,3.80E-07,102356335.8,125330736.3,474058.4927,436877.9475,189945.9037,0.033419436,0.38,0.83,0.33,0.23,0.21,20,3518628087,0.10068031,1706.610574,4.18,9.13,6.69,15.84,11.04,10.08,1,,436.8779475,102.3563358,125.3307363,3.80E-01
0.486071064,0.776923077,0.520749374,3.76E-07,89093110.43,128813228.9,499047.3675,484149.8467,188008.6417,0.101894678,0.31,0.52,0.63,0.19,0.11,21,2707896744,0.076735063,1796.570523,3.41,5.72,10.87,30.24,9.12,5.28,1,,484.1498467,89.09311043,128.8132289,3.76E-01
0.325688297,0.776923077,0.572427708,3.77E-07,93797201.42,116265772.6,463030.968,416789.0847,188636.9323,0.108811328,0.29,0.7,0.43,0.27,0.24,22,2976624082,0.107395931,1666.911485,3.19,7.7,9.11,20.64,12.96,11.52,1,,416.7890847,93.79720142,116.2657726,3.77E-01
0.140381546,0.776923077,0.585113626,3.78E-07,95728305.19,121123523,417567.0822,338960.2493,188792.5605,-0.141265427,0.81,0.35,0.33,0.33,0.37,23,3042590855,0.152125104,1503.241496,8.91,3.85,7.24,15.84,15.84,17.76,1,,338.9602493,95.72830519,121.123523,3.78E-01
0.318357776,0.776923077,0.634394929,3.82E-07,106343114.7,132916333.5,461317.5942,413710.2658,191123.6904,-0.126869785,0.53,0.72,0.19,0.34,0.24,24,3298853630,0.114299591,1660.743339,5.83,7.92,6.25,9.12,16.32,11.52,1,,413.7102658,106.3431147,132.9163335,3.82E-01
0.306194892,0.776923077,0.638731529,3.80E-07,102308495.4,139551844,458460.6191,408601.8547,190169.5258,-0.223471523,0.82,0.54,0.48,0.12,0.21,25,3321403950,0.114800133,1650.458229,9.02,5.94,5.04,23.04,5.76,10.08,1,,408.6018547,102.3084954,139.551844,3.80E-01
0.260769613,0.776923077,0.494478086,3.76E-07,94479751.89,127753242.7,447629.3508,389523.2374,188146.5723,-0.109273623,0.38,0.83,0.43,0.27,0.24,26,2571286048,0.120317774,1611.465663,4.18,9.13,6.69,20.64,12.96,11.52,1,,389.5232374,94.47975189,127.7532427,3.76E-01
0.148121765,0.776923077,0.584357298,3.80E-07,107273778.2,151316398,419564.7003,342211.1413,189781.4759,-0.543370653,0.58,0.92,0.22,0.33,0.37,27,3038657949,0.152329464,1510.432921,6.38,10.12,3.5,10.56,15.84,17.76,1,,342.2111413,107.2737782,151.316398,3.80E-01
0.225688873,0.776923077,0.560619548,3.78E-07,93363934.26,113062167.2,439081.8416,374789.3268,189062.457,0.051526644,0.31,0.63,0.26,0.42,0.33,28,2915221649,0.130585916,1580.69463,3.41,6.93,9.66,12.48,20.16,15.84,1,,374.7893268,93.36393426,113.0621672,3.78E-01
0.447552257,0.776923077,0.576551564,3.80E-07,100107490.1,132993886.9,490638.6763,467971.9479,190116.2703,0.007526275,0.72,0.39,0.43,0.19,0.11,29,2998068135,0.087487329,1766.299235,7.92,4.29,7.79,20.64,9.12,5.28,1,,467.9719479,100.1074901,132.9938869,3.80E-01
0.332859727,0.776923077,0.559098253,3.78E-07,92297968.47,112392683.1,464701.0441,419801.0854,189022.2813,0.167623953,0.31,0.52,0.31,0.41,0.23,30,2907310914,0.106761043,1672.923759,3.41,5.72,10.87,14.88,19.68,11.04,1,,419.8010854,92.29796847,112.3926831,3.78E-01
0.152285862,0.776923077,0.506955902,3.77E-07,95328171.88,126252738.6,420635.4578,343960.0621,188560.1434,-0.197750653,0.69,0.48,0.26,0.42,0.33,18,2636170692,0.148274485,1514.287648,7.59,5.28,7.13,12.48,20.16,15.84,1,,343.9600621,95.32817188,126.2527386,3.77E-01
0.250407979,0.776923077,0.514209812,3.75E-07,95071888.64,130737861.2,445121.7936,385171.3513,187741.3027,-0.15943017,0.34,0.92,0.43,0.27,0.24,2,2673891022,0.121775131,1602.438457,3.74,10.12,6.14,20.64,12.96,11.52,1,,385.1713513,95.07188864,130.7378612,3.75E-01
0.088001464,0.776923077,0.514409592,3.76E-07,98657226.37,137594888.6,403789.0336,316960.6147,188192.3248,-0.413263718,0.96,0.33,0.21,0.47,0.36,1,2674929879,0.166065963,1453.640521,10.56,3.63,5.81,10.08,22.56,17.28,1,,316.9606147,98.65722637,137.5948886,3.76E-01
0.561516443,0.776923077,0.600494182,3.82E-07,99119102.31,129745636.5,515119.6003,515836.906,190750.5139,0.164907956,0.29,0.66,0.43,0.19,0.11,31,3122569746,0.07030335,1854.430561,3.19,7.26,9.55,20.64,9.12,5.28,1,,515.836906,99.11910231,129.7456365,3.82E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,1,,455.8197566,100.2611497,111.1059831,3.84E-01
0.358946582,0.776923077,0.676933024,3.81E-07,100156350.2,126812060.7,470726.1511,430757.5645,190476.4728,0.00129609,0.38,0.83,0.43,0.16,0.24,33,3520051723,0.104643915,1694.614144,4.18,9.13,6.69,20.64,7.68,11.52,1,,430.7575645,100.1563502,126.8120607,3.81E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,2,,455.8197566,100.2611497,111.1059831,3.84E-01
0.447552257,0.776923077,0.576551564,3.80E-07,100107490.1,132993886.9,490638.6763,467971.9479,190116.2703,0.007526275,0.72,0.39,0.43,0.19,0.11,29,2998068135,0.087487329,1766.299235,7.92,4.29,7.79,20.64,9.12,5.28,2,,467.9719479,100.1074901,132.9938869,3.80E-01
0.3963987,0.776923077,0.600534551,3.79E-07,100927552.4,140962462.6,479243.7963,446487.4541,189500.9837,-0.15069502,0.84,0.39,0.43,0.19,0.11,34,3122779663,0.095416665,1725.277667,9.24,4.29,6.47,20.64,9.12,5.28,2,,446.4874541,100.9275524,140.9624626,3.79E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,2,,571.9990411,112.6206549,123.1439515,3.87E-01
0.449563009,0.776923077,0.51458131,3.76E-07,89898224.18,130203903.6,491081.1872,468816.4638,187775.49,0.046844295,0.29,0.66,0.63,0.19,0.11,36,2675822813,0.082371581,1767.892274,3.19,7.26,9.55,30.24,9.12,5.28,2,,468.8164638,89.89822418,130.2039036,3.76E-01
0.26328685,0.776923077,0.549505066,3.74E-07,90143679.6,117409751.7,448236.4144,390580.477,187015.6656,0.031156827,0.29,0.7,0.43,0.35,0.24,37,2857426341,0.117225508,1613.651092,3.19,7.7,9.11,20.64,16.8,11.52,2,,390.580477,90.1436796,117.4097517,3.74E-01
0.561516443,0.776923077,0.600494182,3.82E-07,99119102.31,129745636.5,515119.6003,515836.906,190750.5139,0.164907956,0.29,0.66,0.43,0.19,0.11,31,3122569746,0.07030335,1854.430561,3.19,7.26,9.55,20.64,9.12,5.28,2,,515.836906,99.11910231,129.7456365,3.82E-01
0.368540471,0.776923077,0.682535845,3.82E-07,100649096.1,115475274,472922.682,434786.9979,191085.4133,0.161554389,0.35,0.66,0.33,0.23,0.27,38,3549186392,0.104052122,1702.521655,3.85,7.26,8.89,15.84,11.04,12.96,2,,434.7869979,100.6490961,115.475274,3.82E-01
0.550596919,0.776923077,0.579722946,3.82E-07,100283324.7,128179863.9,512824.5764,511250.7058,190751.7773,0.174582076,0.29,0.7,0.43,0.19,0.11,39,3014559319,0.071963018,1846.168475,3.19,7.7,9.11,20.64,9.12,5.28,2,,511.2507058,100.2833247,128.1798639,3.82E-01
0.281957697,0.776923077,0.62450766,3.79E-07,106256484.8,151783663.6,452713.7156,398422.2328,189710.4501,-0.414747636,0.77,0.72,0.33,0.23,0.21,40,3247439833,0.119051695,1629.769376,8.47,7.92,3.61,15.84,11.04,10.08,2,,398.4222328,106.2564848,151.7836636,3.79E-01
0.33255368,0.776923077,0.596781173,3.82E-07,106344453.3,128487682.3,464629.8948,419672.5457,190974.5327,-0.053626538,0.38,0.83,0.19,0.34,0.24,41,3103262101,0.111025065,1672.667621,4.18,9.13,6.69,9.12,16.32,11.52,2,,419.6725457,106.3444533,128.4876823,3.82E-01
0.561516443,0.776923077,0.600494182,3.82E-07,99119102.31,129745636.5,515119.6003,515836.906,190750.5139,0.164907956,0.29,0.66,0.43,0.19,0.11,31,3122569746,0.07030335,1854.430561,3.19,7.26,9.55,20.64,9.12,5.28,2,,515.836906,99.11910231,129.7456365,3.82E-01
0.330425785,0.776923077,0.646285911,3.80E-07,100434717.8,129846363.5,464134.9034,418778.8295,190236.672,-0.067960447,0.53,0.72,0.43,0.16,0.24,42,3360686740,0.109873661,1670.885652,5.83,7.92,6.25,20.64,7.68,11.52,2,,418.7788295,100.4347178,129.8463635,3.80E-01
0.448648189,0.776923077,0.566157232,3.79E-07,99479483.34,139258387.4,490879.9101,468432.2395,189339.7626,-0.074796977,0.38,0.83,0.46,0.19,0.11,43,2944017604,0.085715037,1767.167676,4.18,9.13,6.69,22.08,9.12,5.28,2,,468.4322395,99.47948334,139.2583874,3.79E-01
0.332859727,0.776923077,0.559098253,3.78E-07,92297968.47,112392683.1,464701.0441,419801.0854,189022.2813,0.167623953,0.31,0.52,0.31,0.41,0.23,30,2907310914,0.106761043,1672.923759,3.41,5.72,10.87,14.88,19.68,11.04,2,,419.8010854,92.29796847,112.3926831,3.78E-01
0.339795405,0.776923077,0.57706753,3.78E-07,93055743.42,115851190.3,466310.5287,422714.0699,189067.0245,0.128446201,0.31,0.63,0.43,0.27,0.24,44,3000751157,0.105453047,1678.717903,3.41,6.93,9.66,20.64,12.96,11.52,2,,422.7140699,93.05574342,115.8511903,3.78E-01
0.455973873,0.776923077,0.642542314,3.83E-07,103163847.1,115118402.6,492489.3863,471509.0266,191449.8489,0.251231325,0.29,0.66,0.33,0.23,0.21,45,3341220032,0.088739035,1772.961791,3.19,7.26,9.55,15.84,11.04,10.08,2,,471.5090266,103.1638471,115.1184026,3.83E-01
0.566662821,0.776923077,0.64315588,3.84E-07,106916883.7,145226835.7,516197.7088,517998.385,191974.6806,-0.043278538,0.38,0.83,0.43,0.11,0.11,46,3344410578,0.071901458,1858.311752,4.18,9.13,6.69,20.64,5.28,5.28,2,,517.998385,106.9168837,145.2268357,3.84E-01
0.263607806,0.776923077,0.597928199,3.82E-07,96192753.16,114934106.6,448313.7579,390715.2783,190773.7791,0.064486384,0.31,0.63,0.43,0.19,0.39,47,3109226635,0.125536303,1613.929528,3.41,6.93,9.66,20.64,9.12,18.72,2,,390.7152783,96.19275316,114.9341066,3.82E-01
0.212156155,0.776923077,0.514667097,3.77E-07,94275886.46,115490190.2,435739.7481,369105.585,188636.0622,0.005620285,0.29,0.7,0.26,0.42,0.33,48,2676268906,0.132909926,1568.663093,3.19,7.7,9.11,12.48,20.16,15.84,2,,369.105585,94.27588646,115.4901902,3.77E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,3,,571.9990411,112.6206549,123.1439515,3.87E-01
0.419519002,0.776923077,0.606503731,3.83E-07,96339095.54,116570033.2,484427.2322,456197.981,191521.2175,0.198585226,0.31,0.52,0.43,0.19,0.26,49,3153819404,0.09535601,1743.938036,3.41,5.72,10.87,20.64,9.12,12.48,3,,456.197981,96.33909554,116.5700332,3.83E-01
0.337409902,0.776923077,0.567007773,3.78E-07,93313951.16,115341579.6,465757.5794,421712.1587,188841.0802,0.132855507,0.29,0.66,0.43,0.27,0.24,50,2948440421,0.105449291,1676.727286,3.19,7.26,9.55,20.64,12.96,11.52,3,,421.7121587,93.31395116,115.3415796,3.78E-01
0.328802763,0.776923077,0.628565497,3.82E-07,96588228.52,116235666.6,463757.0008,418097.1604,190950.5542,0.112327208,0.31,0.63,0.43,0.19,0.32,51,3268540586,0.111747001,1669.525203,3.41,6.93,9.66,20.64,9.12,15.36,3,,418.0971604,96.58822852,116.2356666,3.82E-01
0.447552257,0.776923077,0.576551564,3.80E-07,100107490.1,132993886.9,490638.6763,467971.9479,190116.2703,0.007526275,0.72,0.39,0.43,0.19,0.11,29,2998068135,0.087487329,1766.299235,7.92,4.29,7.79,20.64,9.12,5.28,3,,467.9719479,100.1074901,132.9938869,3.80E-01
0.638258124,0.776923077,0.602236739,3.84E-07,98486138.82,127712832,530969.1098,548068.4122,191986.798,0.268753697,0.29,0.45,0.43,0.19,0.11,52,3131631044,0.061578093,1911.488795,3.19,4.95,11.86,20.64,9.12,5.28,3,,548.0684122,98.48613882,127.712832,3.84E-01
0.69506914,0.776923077,0.831929367,3.87E-07,120944171.1,124158353.1,542404.0749,571929.0387,193602.2222,-5.148615419,0.29,0.7,0.19,0.19,0.11,53,4326032709,0.056933569,1952.65467,3.19,7.7,9.11,9.12,9.12,5.28,3,,571.9290387,120.9441711,124.1583531,3.87E-01
0.455973873,0.776923077,0.642542314,3.83E-07,103163847.1,115118402.6,492489.3863,471509.0266,191449.8489,0.251231325,0.29,0.66,0.33,0.23,0.21,45,3341220032,0.088739035,1772.961791,3.19,7.26,9.55,15.84,11.04,10.08,3,,471.5090266,103.1638471,115.1184026,3.83E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,3,,455.8197566,100.2611497,111.1059831,3.84E-01
0.622671944,0.776923077,0.612495002,3.83E-07,98170721.53,127054252.3,527788.6043,541522.2163,191713.2154,0.26194858,0.29,0.49,0.43,0.19,0.11,54,3184974011,0.063238641,1900.038976,3.19,5.39,11.42,20.64,9.12,5.28,3,,541.5222163,98.17072153,127.0542523,3.83E-01
0.550596919,0.776923077,0.579722946,3.82E-07,100283324.7,128179863.9,512824.5764,511250.7058,190751.7773,0.174582076,0.29,0.7,0.43,0.19,0.11,39,3014559319,0.071963018,1846.168475,3.19,7.7,9.11,20.64,9.12,5.28,3,,511.2507058,100.2833247,128.1798639,3.82E-01
0.418618468,0.776923077,0.68057501,3.84E-07,100261149.7,111105983.1,484226.3762,455819.7566,191851.9334,0.270277543,0.31,0.52,0.33,0.23,0.27,32,3538990051,0.09620298,1743.214954,3.41,5.72,10.87,15.84,11.04,12.96,3,,455.8197566,100.2611497,111.1059831,3.84E-01
0.561516443,0.776923077,0.600494182,3.82E-07,99119102.31,129745636.5,515119.6003,515836.906,190750.5139,0.164907956,0.29,0.66,0.43,0.19,0.11,31,3122569746,0.07030335,1854.430561,3.19,7.26,9.55,20.64,9.12,5.28,3,,515.836906,99.11910231,129.7456365,3.82E-01
0.3894067,0.776923077,0.663532168,3.83E-07,100828127.5,113866511.3,477665.1535,443550.8138,191332.8613,0.203691755,0.29,0.66,0.33,0.23,0.27,55,3450367275,0.10055855,1719.594553,3.19,7.26,9.55,15.84,11.04,12.96,3,,443.5508138,100.8281275,113.8665113,3.83E-01
0.538375119,0.776923077,0.585540456,3.82E-07,100118400.3,129232726.1,510243.6025,506117.5498,190965.9247,0.148487037,0.35,0.66,0.43,0.19,0.11,56,3044810370,0.074264222,1836.876969,3.85,7.26,8.89,20.64,9.12,5.28,3,,506.1175498,100.1184003,129.2327261,3.82E-01
0.484041234,0.776923077,0.631295657,3.83E-07,100607905.9,114224319.1,498607.7935,483297.3184,191656.5954,0.293775741,0.31,0.52,0.33,0.23,0.21,57,3282737416,0.084383473,1794.988056,3.41,5.72,10.87,15.84,11.04,10.08,3,,483.2973184,100.6079059,114.2243191,3.83E-01
0.663943496,0.776923077,0.736041791,3.86E-07,114120482.3,125784455,536169.287,558856.2684,193045.2069,0.306030281,0.29,0.66,0.26,0.19,0.11,58,3827417314,0.060045254,1930.209433,3.19,7.26,9.55,12.48,9.12,5.28,3,,558.8562684,114.1204823,125.784455,3.86E-01
0.332859727,0.776923077,0.559098253,3.78E-07,92297968.47,112392683.1,464701.0441,419801.0854,189022.2813,0.167623953,0.31,0.52,0.31,0.41,0.23,30,2907310914,0.106761043,1672.923759,3.41,5.72,10.87,14.88,19.68,11.04,3,,419.8010854,92.29796847,112.3926831,3.78E-01
0.407158962,0.776923077,0.69366472,3.84E-07,99587137.37,112341983.6,481663.1231,451006.7639,191770.1286,0.24259918,0.35,0.51,0.33,0.23,0.27,59,3607056546,0.098141604,1733.987243,3.85,5.61,10.54,15.84,11.04,12.96,3,,451.0067639,99.58713737,112.3419836,3.84E-01
0.404171193,0.776923077,0.458061588,3.76E-07,91205670.82,127730905.9,480992.5765,449751.9012,188182.0065,0.034425781,0.31,0.52,0.26,0.51,0.11,60,2381920259,0.091236821,1731.573275,3.41,5.72,10.87,12.48,24.48,5.28,3,,449.7519012,91.20567082,127.7309059,3.76E-01
0.695235812,0.776923077,0.710390728,3.87E-07,112620654.9,123143951.5,542437.2681,571999.0411,193388.9026,0.374029138,0.31,0.52,0.26,0.19,0.11,35,3694031786,0.056518466,1952.774165,3.41,5.72,10.87,12.48,9.12,5.28,4,,571.9990411,112.6206549,123.1439515,3.87E-01
0.436423442,0.776923077,0.694432653,3.85E-07,101381914.9,114552125.8,488182.2784,463297.8455,192359.1408,0.241013182,0.31,0.52,0.33,0.21,0.27,61,3611049795,0.094031388,1757.456202,3.41,5.72,10.87,15.84,10.08,12.96,4,,463.2978455,101.3819149,114.5521258,3.85E-01
0.622671944,0.776923077,0.612495002,3.83E-07,98170721.53,127054252.3,527788.6043,541522.2163,191713.2154,0.26194858,0.29,0.49,0.43,0.19,0.11,54,3184974011,0.063238641,1900.038976,3.19,5.39,11.42,20.64,9.12,5.28,4,,541.5222163,98.17072153,127.0542523,3.83E-01
0.654941491,0.776923077,0.670734636,3.85E-07,111142800.4,126027583.9,534352.5304,555075.4264,192549.3328,0.296764239,0.31,0.64,0.26,0.19,0.11,62,3487820106,0.060341389,1923.669109,3.41,7.04,9.55,12.48,9.12,5.28,4,,555.0754264,111.1428004,126.0275839,3.85E-01
0.591976689,0.776923077,0.597707869,3.83E-07,97722568.92,126862490.8,521468.235,528630.2096,191651.8904,0.233810145,0.38,0.45,0.43,0.19,0.11,63,3108080917,0.067523614,1877.285646,4.18,4.95,10.87,20.64,9.12,5.28,4,,528.6302096,97.72256892,126.8624908,3.83E-01
0.638258124,0.776923077,0.602236739,3.84E-07,98486138.82,127712832,530969.1098,548068.4122,191986.798,0.268753697,0.29,0.45,0.43,0.19,0.11,52,3131631044,0.061578093,1911.488795,3.19,4.95,11.86,20.64,9.12,5.28,4,,548.0684122,98.48613882,127.712832,3.84E-01
0.445227872,0.776923077,0.697633281,3.85E-07,99179838.34,111138194.8,490126.6457,466995.7064,192267.2806,0.296718609,0.29,0.45,0.33,0.23,0.27,64,3627693063,0.092280816,1764.455924,3.19,4.95,11.86,15.84,11.04,12.96,4,,466.9957064,99.17983834,111.1381948,3.85E-01
0.543513366,0.776923077,0.589777123,3.81E-07,99222398.8,129688878.9,511330.2738,508275.6135,190446.7117,0.147661647,0.31,0.68,0.43,0.19,0.11,65,3066841041,0.072453425,1840.788986,3.41,7.48,9.11,20.64,9.12,5.28,4,,508.2756135,99.2223988,129.6888789,3.81E-01
0.516202272,0.776923077,0.711524168,3.85E-07,100683488.9,112302103.7,505527.5502,496804.9543,192333.6642,0.351490734,0.29,0.45,0.33,0.23,0.21,66,3699925673,0.080461291,1819.899181,3.19,4.95,11.86,15.84,11.04,10.08,4,,496.8049543,100.6834889,112.3021037,3.85E-01
0.47631881,0.776923077,0.6218878,3.82E-07,98289331.38,121260104.6,496931.8935,480053.9004,190867.8386,0.192850749,0.29,0.66,0.43,0.19,0.18,67,3233816558,0.084092551,1788.954817,3.19,7.26,9.55,20.64,9.12,8.64,4,,480.0539004,98.28933138,121.2601046,3.82E-01
