E_norm,J_crit_norm,J_norm,Lprime,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.283084299,0.776923077,0.51004225,3.73E-07,452982.4609,398895.4056,186657.9566,0.283084299,0.49,0.57,0.56,0.27,0.17,20,2652219701,0.112064423,1630.736859,5.39,6.27,8.34,26.88,12.96,8.16,1
0.396720221,0.776923077,0.558412831,3.79E-07,479316.2638,446622.4929,189613.2377,0.396720221,0.68,0.38,0.46,0.21,0.14,21,2903746719,0.095591078,1725.53855,7.48,4.18,8.34,22.08,10.08,6.72,1
0.42181968,0.776923077,0.784692143,3.86E-07,484939.9998,457164.2658,193044.58,0,0.6,0.4,0.31,0.16,0.27,22,4080399142,0.098079309,1745.783999,6.6,4.4,9,14.88,7.68,12.96,1
0.241164734,0.776923077,0.620960026,3.79E-07,442872.9093,381289.1884,189718.235,0.241164734,0.3,0.94,0.25,0.33,0.31,23,3228992137,0.128380763,1594.342473,3.3,10.34,6.36,12,15.84,14.88,1
0.516848109,0.776923077,0.664622849,3.83E-07,505665.5383,497076.2056,191696.0379,0.516848109,0.52,0.43,0.36,0.21,0.14,24,3456038817,0.079096504,1820.395938,5.72,4.73,9.55,17.28,10.08,6.72,1
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,1
0.367817443,0.776923077,0.542283974,3.75E-07,472757.4995,434483.3261,187670.717,0.367817443,0.3,0.96,0.44,0.25,0.13,26,2819876664,0.096970365,1701.926998,3.3,10.56,6.14,21.12,12,6.24,1
0.309839739,0.776923077,0.518280478,3.74E-07,459318.6324,410132.6902,186873.0686,0.309839739,0.52,0.43,0.56,0.27,0.17,27,2695058486,0.106848439,1653.547077,5.72,4.73,9.55,26.88,12.96,8.16,1
0.288692965,0.776923077,0.476922879,3.74E-07,454318.015,401251.0455,186963.8155,0.288692965,0.68,0.38,0.53,0.27,0.15,28,2479998972,0.111526308,1635.544854,7.48,4.18,8.34,25.44,12.96,7.2,1
0.340850444,0.776923077,0.609189727,3.80E-07,466554.8733,423157.1863,189882.5054,0.340850444,0.91,0.28,0.35,0.25,0.17,13,3167786583,0.10698858,1679.597544,10.01,3.08,6.91,16.8,12,8.16,1
0.330125145,0.776923077,0.536523825,3.77E-07,464064.9262,418652.5611,188592.3787,0.330125145,0.61,0.47,0.68,0.11,0.17,17,2789923891,0.106392227,1670.633734,6.71,5.17,8.12,32.64,5.28,8.16,1
0.330125145,0.776923077,0.536523825,3.77E-07,464064.9262,418652.5611,188592.3787,0.330125145,0.61,0.47,0.68,0.11,0.17,17,2789923891,0.106392227,1670.633734,6.71,5.17,8.12,32.64,5.28,8.16,1
0.565950441,0.776923077,0.843502614,3.87E-07,516048.6075,517699.1853,193736.3562,0,0.6,0.4,0.35,0.11,0.17,29,4386213593,0.07542269,1857.774987,6.6,4.4,9,16.8,5.28,8.16,1
0.264842677,0.776923077,0.627609862,3.82E-07,448611.2111,391233.9244,191015.7547,0.264842677,0.61,0.47,0.25,0.33,0.31,30,3263571283,0.125793538,1615.00036,6.71,5.17,8.12,12,15.84,14.88,1
0.357043044,0.776923077,0.720147834,3.82E-07,470289.1144,429958.0785,191213.7845,0.357043044,0.52,0.79,0.31,0.16,0.27,31,3744768738,0.106587732,1693.040812,5.72,8.69,5.59,14.88,7.68,12.96,1
0.282930062,0.776923077,0.489968002,3.72E-07,452945.6777,398830.6258,186125.9192,0.282930062,0.3,0.96,0.53,0.27,0.15,32,2547833609,0.11092327,1630.60444,3.3,10.56,6.14,25.44,12.96,7.2,1
0.432724769,0.776923077,0.665481505,3.81E-07,487363.1512,461744.4032,190594.6509,0.432724769,0.91,0.28,0.31,0.21,0.14,33,3460503826,0.091073167,1754.507344,10.01,3.08,6.91,14.88,10.08,6.72,1
0.437768765,0.776923077,0.658924741,3.81E-07,488479.88,463862.8811,190352.5916,0.437768765,0.46,0.91,0.31,0.21,0.14,34,3426408654,0.089683587,1758.527568,5.06,10.01,4.93,14.88,10.08,6.72,1
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,2
0.568411141,0.776923077,0.669264443,3.84E-07,516563.4502,518732.6794,192092.3863,0.568411141,0.36,0.57,0.31,0.21,0.14,5,3480175102,0.071866005,1859.628421,3.96,6.27,9.77,14.88,10.08,6.72,2
0.568411141,0.776923077,0.669264443,3.84E-07,516563.4502,518732.6794,192092.3863,0.568411141,0.36,0.57,0.31,0.21,0.14,5,3480175102,0.071866005,1859.628421,3.96,6.27,9.77,14.88,10.08,6.72,2
0.515408023,0.776923077,0.797501987,3.84E-07,505357.801,496471.3696,191940.9138,0,0.91,0.28,0.31,0.13,0.14,35,4147010333,0.079811914,1819.288084,10.01,3.08,6.91,14.88,6.24,6.72,2
0.504947544,0.776923077,0.61379551,3.84E-07,503116.8126,492077.9686,192019.4576,0.504947544,0.49,0.3,0.35,0.25,0.17,36,3191736653,0.081659791,1811.220525,5.39,3.3,11.31,16.8,12,8.16,2
0.454799014,0.776923077,0.664533505,3.81E-07,492231.6203,471015.5859,190406.4991,0.454799014,0.36,0.98,0.31,0.21,0.14,37,3455574224,0.086822974,1772.033833,3.96,10.78,5.26,14.88,10.08,6.72,2
0.340850444,0.776923077,0.609189727,3.80E-07,466554.8733,423157.1863,189882.5054,0.340850444,0.91,0.28,0.35,0.25,0.17,13,3167786583,0.10698858,1679.597544,10.01,3.08,6.91,16.8,12,8.16,2
0.4769959,0.776923077,0.752202023,3.88E-07,497079.0597,480338.2781,193816.5844,0.4769959,0.5,0.3,0.31,0.16,0.27,38,3911450518,0.089910982,1789.484615,5.5,3.3,11.2,14.88,7.68,12.96,2
0.330512317,0.776923077,0.572982914,3.76E-07,464155.0428,418815.173,187918.6319,0.330512317,0.52,0.79,0.44,0.25,0.13,39,2979511153,0.104861769,1670.958154,5.72,8.69,5.59,21.12,12,6.24,2
0.598520435,0.776923077,0.811973995,3.86E-07,522822.0466,531378.5828,192983.1287,0,0.43,0.57,0.11,0.32,0.11,40,4222264773,0.069118192,1882.159368,4.73,6.27,9,5.28,15.36,5.28,2
0.437346443,0.776923077,0.497309753,3.79E-07,488386.477,463685.5062,189383.892,0.437346443,0.52,0.43,0.44,0.25,0.13,41,2586010718,0.087774643,1758.191317,5.72,4.73,9.55,21.12,12,6.24,2
0.323330303,0.776923077,0.505352627,3.76E-07,462480.523,415798.7271,187863.9225,0.323330303,0.46,0.91,0.44,0.25,0.13,42,2627833659,0.106209371,1664.929883,5.06,10.01,4.93,21.12,12,6.24,2
0.589836488,0.776923077,0.712863057,3.85E-07,521024.6931,527731.3248,192567.7631,0.589836488,0.5,0.3,0.31,0.21,0.14,43,3706887896,0.069594312,1875.688895,5.5,3.3,11.2,14.88,10.08,6.72,2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,2
0.330125145,0.776923077,0.536523825,3.77E-07,464064.9262,418652.5611,188592.3787,0.330125145,0.61,0.47,0.68,0.11,0.17,17,2789923891,0.106392227,1670.633734,6.71,5.17,8.12,32.64,5.28,8.16,2
0.313702726,0.776923077,0.536444159,3.76E-07,460226.251,411755.1449,188211.0397,0.313702726,0.91,0.28,0.44,0.25,0.13,44,2789509625,0.108953291,1656.814504,10.01,3.08,6.91,21.12,12,6.24,2
0.480784507,0.776923077,0.708833511,3.81E-07,497901.7149,481929.4927,190618.2366,0.480784507,0.3,0.96,0.31,0.21,0.14,45,3685934260,0.082843101,1792.446174,3.3,10.56,6.14,14.88,10.08,6.72,2
0.46666445,0.776923077,0.563317679,3.79E-07,494828.7464,475999.0692,189426.0815,0.46666445,0.36,0.57,0.44,0.25,0.13,46,2929251933,0.082811393,1781.383487,3.96,6.27,9.77,21.12,12,6.24,2
0.25017593,0.776923077,0.706287127,3.85E-07,445065.475,385073.8906,192549.4506,0.25017593,0.5,0.3,0.31,0.21,0.46,47,3672693063,0.132631739,1602.23571,5.5,3.3,11.2,14.88,10.08,22.08,2
0.479347562,0.776923077,0.684446311,3.82E-07,497589.8578,481325.9759,190981.7083,0.479347562,0.52,0.55,0.36,0.21,0.14,48,3559120817,0.083813507,1791.323488,5.72,6.05,8.23,17.28,10.08,6.72,2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,3
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,3
0.615417906,0.776923077,0.694288781,3.86E-07,526301.7959,538475.5203,192835.262,0.615417906,0.5,0.3,0.17,0.32,0.11,49,3610301663,0.066396739,1894.686465,5.5,3.3,11.2,8.16,15.36,5.28,3
0.454799014,0.776923077,0.664533505,3.81E-07,492231.6203,471015.5859,190406.4991,0.454799014,0.36,0.98,0.31,0.21,0.14,37,3455574224,0.086822974,1772.033833,3.96,10.78,5.26,14.88,10.08,6.72,3
0.422477522,0.776923077,0.700965915,3.80E-07,485086.5177,457440.5593,190080.0039,0.422477522,0.5,0.91,0.31,0.21,0.14,50,3645022758,0.091847633,1746.311464,5.5,10.01,4.49,14.88,10.08,6.72,3
