E_norm,J_crit_norm,J_norm,Lprime,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num,,,1.598013422,,1505387091
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,5,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,5,,,1.028589383,,869012702.4
0.615417906,0.776923077,0.694288781,3.86E-07,526301.7959,538475.5203,192835.262,0.615417906,0.5,0.3,0.17,0.32,0.11,49,3610301663,0.066396739,1894.686465,5.5,3.3,11.2,8.16,15.36,5.28,5,,,0.661812364,,682680544.2
0.333603544,0.776923077,0.711281313,3.86E-07,464873.92,420113.4884,192877.3325,0.333603544,0.5,0.3,0.31,0.21,0.37,67,3698662827,0.114902459,1673.546112,5.5,3.3,11.2,14.88,10.08,17.76,5,,,1.23546472,,1048441355
0.578764265,0.776923077,0.645582986,3.84E-07,518723.9959,523080.9912,191942.1413,0.578764265,0.36,0.57,0.17,0.32,0.11,68,3357031527,0.070027496,1867.406385,3.96,6.27,9.77,8.16,15.36,5.28,5,,,0.910136588,,783971405
0.589836488,0.776923077,0.712863057,3.85E-07,521024.6931,527731.3248,192567.7631,0.589836488,0.5,0.3,0.31,0.21,0.14,43,3706887896,0.069594312,1875.688895,5.5,3.3,11.2,14.88,10.08,6.72,5,,,1.666598793,,1437222999
0.463305354,0.776923077,0.536264389,3.79E-07,494094.8873,474588.2489,189588.937,0.463305354,0.33,0.61,0.44,0.26,0.13,69,2788574824,0.08370957,1778.741594,3.63,6.71,9.66,21.12,12.48,6.24,5,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,5,,,1.111556987,,911206478.5
0.679050293,0.776923077,0.690421738,3.87E-07,539204.3383,565201.123,193637.4662,0.679050293,0.33,0.3,0.19,0.32,0.11,70,3590193038,0.059117041,1941.135618,3.63,3.3,13.07,9.12,15.36,5.28,5,,,1.062693988,,933820489.9
0.516670264,0.776923077,0.667718332,3.84E-07,505627.5442,497001.5109,191807.3789,0.516670264,0.68,0.3,0.31,0.21,0.14,71,3472135327,0.079345194,1820.259159,7.48,3.3,9.22,14.88,10.08,6.72,5,,,0.902855915,,799223876.8
0.534370672,0.776923077,0.703226028,3.84E-07,509395.1076,504435.6822,191908.9387,0.534370672,0.45,0.57,0.31,0.21,0.14,72,3656775347,0.076738873,1833.822387,4.95,6.27,8.78,14.88,10.08,6.72,5,,,1.731022291,,1503142264
0.425462023,0.776923077,0.515811023,3.76E-07,485750.6864,458694.0498,188029.0253,0.425462023,0.36,0.57,0.44,0.32,0.11,73,2682217321,0.087089572,1748.702471,3.96,6.27,9.77,21.12,15.36,5.28,5,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,5,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,1.150532585,,940420842.2
0.684224277,0.776923077,0.683661415,3.88E-07,540239.9046,567374.1965,193978.745,0.684224277,0.33,0.4,0.11,0.32,0.11,65,3555039361,0.059060379,1944.863657,3.63,4.4,11.97,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0.995109899,,831090996.7
0.644728744,0.776923077,0.706846846,3.87E-07,532283.9177,550786.0726,193625.9536,0.644728744,0.3,0.57,0.11,0.32,0.11,54,3675603599,0.063764426,1916.222104,3.3,6.27,10.43,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,6,,,0.847121089,,764246134.3
0.509080887,0.776923077,0.709315036,3.84E-07,504003.5051,493813.9724,191829.3869,0.509080887,0.48,0.84,0.11,0.32,0.11,74,3688438190,0.080611216,1814.412618,5.28,9.24,5.48,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0.877328016,,777411765.2
0.538028019,0.776923077,0.709063078,3.85E-07,510170.1121,505971.7681,192541.066,0.538028019,0.86,0.3,0.11,0.32,0.11,75,3687128004,0.077405617,1836.612403,9.46,3.3,7.24,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,6,,,0.675665121,,598288754.3
0.584850902,0.776923077,0.758760233,3.90E-07,519989.998,525637.3786,195134.6911,0.584850902,0.33,0.3,0.11,0.32,0.21,76,3945553212,0.075266239,1871.963993,3.63,3.3,13.07,5.28,15.36,10.08,6,,,0.878499394,,731647479.4
0.66092641,0.776923077,0.73340848,3.87E-07,535561.0747,557589.0923,193739.4031,0.66092641,0.48,0.3,0.11,0.32,0.11,64,3813724097,0.061750344,1928.019869,5.28,3.3,11.42,5.28,15.36,5.28,6,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,6,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0.932094716,,776714505.2
0.655161231,0.776923077,0.72153638,3.88E-07,534396.9511,555167.717,193756.8591,0.655161231,0.5,0.3,0.11,0.32,0.11,25,3751989175,0.062571041,1923.829024,5.5,3.3,11.2,5.28,15.36,5.28,6,,,1.140122827,,917780305.1
0.72188936,0.776923077,0.693276383,3.90E-07,547719.5199,583193.5312,194751.0679,0.72188936,0.33,0.3,0.11,0.32,0.11,56,3605037194,0.055567149,1971.790272,3.63,3.3,13.07,5.28,15.36,5.28,6,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
