E_norm,J_crit_norm,J_norm,Lprime,P_left,P_right,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.4837559898211967,0.7769230769230769,0.9853711467016252,3.8976177943381275e-07,114389131.39889142,123273684.96035774,498545.99065358116,483177.5157249026,194880.8897169064,-20.685755918903954,0.4,0.58,0.24,0.11,0.31,0.0,5123929962.848451,0.09089851963591661,1794.7655663528922,4.4,6.38,9.219999999999999,11.52,5.28,14.879999999999999,0
0.08800146352418302,0.7769230769230769,0.5144095921839851,3.7638464965874304e-07,98657226.37074167,137594888.64462095,403789.03363415936,316960.61468015687,188192.32482937153,-0.41326371840409637,0.96,0.33,0.21,0.47,0.36,1.0,2674929879.3567224,0.16606596304910404,1453.6405210829737,10.559999999999999,3.6300000000000003,5.8100000000000005,10.08,22.56,17.28,0
0.2504079793030611,0.7769230769230769,0.5142098119432177,3.754826054493576e-07,95071888.63965902,130737861.2338076,445121.79363214655,385171.35130728566,187741.3027246788,-0.1594301704810402,0.34,0.92,0.43,0.27,0.24,2.0,2673891022.104732,0.1217751307855087,1602.4384570757275,3.74,10.120000000000001,6.139999999999997,20.64,12.96,11.52,0
0.12397799244872822,0.7769230769230769,0.7928234102058099,3.837271493805731e-07,108724189.46359299,121360339.72931434,413301.69434642093,332070.75682846585,191863.57469028656,-1.7595840550123552,0.86,0.43,0.32,0.12,0.56,3.0,4122681733.0702114,0.16422160207615913,1487.8860996471153,9.459999999999999,4.7299999999999995,5.810000000000001,15.36,5.76,26.880000000000003,0
0.21212230933375845,0.7769230769230769,0.6324453813866286,3.813669200213138e-07,103548388.10874993,122277516.69066533,435731.3573780994,369091.36992017855,190683.4600106569,-0.08845963465052942,0.38,0.83,0.22,0.33,0.37,4.0,3288715983.2104692,0.1376170243014991,1568.6328865611579,4.18,9.129999999999999,6.690000000000001,10.56,15.84,17.759999999999998,0
0.5958853953132134,0.7769230769230769,0.617500312792538,3.821056064195554e-07,98768436.99508347,128530161.02068876,522277.31487939286,530271.8660315496,191052.8032097777,0.21548324837069666,0.31,0.52,0.43,0.19,0.11,5.0,3211001626.521198,0.06580720197257017,1880.1983335658142,3.41,5.720000000000001,10.87,20.64,9.120000000000001,5.28,0
0.19299703102032695,0.7769230769230769,0.49913582397743805,3.755663549617018e-07,95415735.36816199,135279975.6622531,430963.8166118723,361058.7530285373,187783.1774808509,-0.2774026444763812,0.81,0.39,0.31,0.41,0.23,6.0,2595506284.6826777,0.13572840744996734,1551.4697398027402,8.91,4.29,6.8,14.879999999999999,19.68,11.040000000000001,0
0.28101074038339086,0.7769230769230769,0.6404813249380735,3.8206182392779216e-07,106478073.88794549,128810481.84011255,452487.7001721828,398024.51096102415,191030.91196389607,-0.10960709137272195,0.53,0.72,0.19,0.34,0.28,7.0,3330502889.6779823,0.12217923689683513,1628.955720619858,5.83,7.92,6.25,9.120000000000001,16.32,13.440000000000001,0
0.05631769738173545,0.7769230769230769,0.9850573646074675,3.859476795670359e-07,123204254.08334453,123289543.13251297,395221.8687851329,303653.4329003289,192973.83978351796,-21.090842566907504,0.99,0.5,0.16,0.14,0.73,8.0,5122298295.958831,0.18826711026061796,1422.7987276264785,10.89,5.5,3.6099999999999994,7.68,6.720000000000001,35.04,0
0.14677664335699672,0.7769230769230769,0.5832756784892837,3.793638930609161e-07,109461268.9761295,158087606.56464028,419218.2307642554,341646.1902099386,189681.94653045805,-0.6371860464810031,0.98,0.51,0.12,0.44,0.32,9.0,3033033528.144275,0.15246588199339176,1509.1856307513194,10.78,5.61,3.6100000000000003,5.76,21.12,15.36,0
0.37931480481568874,0.7769230769230769,0.666740724027886,3.8233230683225774e-07,100518605.44233845,113569920.84901828,475377.3777181534,439312.2180225893,191166.15341612886,0.19786392138643982,0.29,0.7,0.33,0.23,0.27,10.0,3467051764.945007,0.10213557139328033,1711.3585597853523,3.19,7.699999999999999,9.11,15.84,11.040000000000001,12.96,0
0.22111530790669065,0.7769230769230769,0.5455059734819462,3.747173646235303e-07,94756569.29011999,143423518.13975778,437955.1890239563,372868.4293208101,187358.68231176515,-0.35786493395674646,0.66,0.76,0.53,0.18,0.21,11.0,2836631062.10612,0.12780331642906181,1576.6386804862427,7.260000000000001,8.36,4.379999999999999,25.44,8.64,10.08,0
0.34199778967498845,0.7769230769230769,0.5927906196006452,3.8094003570307884e-07,99772128.02553,122836783.40526727,466820.4506662429,423639.07166349515,190470.01785153942,0.037507344271424714,0.51,0.65,0.39,0.2,0.24,12.0,3082511221.923355,0.10801558196454744,1680.5536223984745,5.61,7.15,7.24,18.72,9.600000000000001,11.52,0
0.5251069717562215,0.7769230769230769,0.8122388680365674,3.898278594946627e-07,109013235.10539088,123773565.79784617,507426.8015374486,500544.928137613,194913.92974733133,-3.332466252002833,0.47,0.37,0.29,0.13,0.26,13.0,4223642113.7901506,0.08412225991367249,1826.7364855348148,5.17,4.07,10.76,13.919999999999998,6.24,12.48,0
0.7795028739706676,0.7769230769230769,1.038284915910084,3.91361864137863e-07,125819049.53643326,128485535.07879595,558966.9369090168,607391.2070676804,195680.9320689315,-25.762307208650416,0.33,0.54,0.17,0.13,0.13,14.0,5399081562.732436,0.05007604054545809,2012.2809728724606,3.6300000000000003,5.94,10.43,8.16,6.24,6.24,0
