E_norm,J_crit_norm,J_norm,Lprime,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.806237917,0.776923077,0.643918508,3.90E-07,564110.0301,618619.9251,194860.958,0.806237917,0.28,0.23,0.27,0.18,0.11,36,3348376242,0.045430763,2030.796108,3.08,2.53,14.39,12.96,8.64,5.28,4
0.600280915,0.776923077,0.595775465,3.84E-07,523185.6677,532117.9842,191937.6414,0.600280915,0.28,0.91,0.27,0.18,0.11,54,3098032417,0.06686334,1883.468404,3.08,10.01,6.91,12.96,8.64,5.28,4
0.639627025,0.776923077,0.748561625,3.92E-07,531247.5372,548643.3505,196060.0757,0.639627025,0.43,0.2,0.13,0.19,0.23,38,3892520449,0.069055971,1912.491134,4.73,2.2,13.07,6.24,9.12,11.04,4
0.744531653,0.776923077,0.620335341,3.88E-07,552167.1177,592703.2943,194099.8668,0.744531653,0.43,0.2,0.27,0.18,0.11,5,3225743774,0.05152377,1987.801624,4.73,2.2,13.07,12.96,8.64,5.28,4
0.806237917,0.776923077,0.643918508,3.90E-07,564110.0301,618619.9251,194860.958,0.806237917,0.28,0.23,0.27,0.18,0.11,36,3348376242,0.045430763,2030.796108,3.08,2.53,14.39,12.96,8.64,5.28,4
0.706515876,0.776923077,0.646131698,3.87E-07,544679.0254,576736.6678,193472.7407,0.706515876,0.28,0.54,0.27,0.18,0.11,52,3359884828,0.055205051,1960.844491,3.08,5.94,10.98,12.96,8.64,5.28,4
0.59948029,0.776923077,0.605427996,3.83E-07,523020.3327,531781.7218,191712.3377,0.59948029,0.28,0.9,0.27,0.18,0.11,55,3148225579,0.066548537,1882.873198,3.08,9.9,7.02,12.96,8.64,5.28,4
0.744531653,0.776923077,0.620335341,3.88E-07,552167.1177,592703.2943,194099.8668,0.744531653,0.43,0.2,0.27,0.18,0.11,5,3225743774,0.05152377,1987.801624,4.73,2.2,13.07,12.96,8.64,5.28,4
0.709136604,0.776923077,0.604219601,3.88E-07,545198.5393,577837.3736,194213.0014,0.709136604,0.51,0.23,0.27,0.18,0.11,56,3141941924,0.056224361,1962.714742,5.61,2.53,11.86,12.96,8.64,5.28,4
0.783040007,0.776923077,0.698440171,3.89E-07,559650.0979,608876.8031,194732.2489,0.783040007,0.28,0.31,0.27,0.18,0.11,57,3631888889,0.047953569,2014.740352,3.08,3.41,13.51,12.96,8.64,5.28,4
0.806237917,0.776923077,0.643918508,3.90E-07,564110.0301,618619.9251,194860.958,0.806237917,0.28,0.23,0.27,0.18,0.11,36,3348376242,0.045430763,2030.796108,3.08,2.53,14.39,12.96,8.64,5.28,4
0.739127055,0.776923077,0.583550864,3.87E-07,551108.7604,590433.3631,193451.9803,0.739127055,0.28,0.23,0.27,0.25,0.11,58,3034464495,0.051023236,1983.991538,3.08,2.53,14.39,12.96,12,5.28,4
0.806237917,0.776923077,0.643918508,3.90E-07,564110.0301,618619.9251,194860.958,0.806237917,0.28,0.23,0.27,0.18,0.11,36,3348376242,0.045430763,2030.796108,3.08,2.53,14.39,12.96,8.64,5.28,4
0.806237917,0.776923077,0.643918508,3.90E-07,564110.0301,618619.9251,194860.958,0.806237917,0.28,0.23,0.27,0.18,0.11,36,3348376242,0.045430763,2030.796108,3.08,2.53,14.39,12.96,8.64,5.28,4
