E_norm,J_crit_norm,J_norm,Lprime,P_left,P_right,acc_max,energy,f_armature,fitness,genom_0,genom_1,genom_2,genom_3,genom_4,id,j,mass,velocity,x1,x2,x3,x4,x5,x6,iteration_num
0.5000456185603519,0.7769230769230769,0.9343087719707242,3.884213580083672e-07,118423098.65420888,120815868.11126448,502063.2121860042,490019.1597953478,194210.6790041836,0.3426599235127047,0.42,0.72,0.21,0.14,0.26,0.0,4858405614.247766,0.08682515326821534,1807.4275638696151,4.62,7.92,7.459999999999999,10.08,6.720000000000001,12.48,0
0.32799500314356467,0.7769230769230769,0.534234271460279,3.7608531938022e-07,97639861.54869758,147442224.13614708,463568.8080251037,417757.90132029715,188042.65969011,0.32799500314356467,0.37,1.0,0.45,0.23,0.15,1.0,2778018211.593451,0.10564131243258054,1668.8477088903733,4.07,11.0,4.93,21.6,11.040000000000001,7.199999999999999,0
0.13331476082873261,0.7769230769230769,0.7166971510550542,3.832481075107549e-07,114019390.79664586,130843944.0357792,415734.8837837463,335992.1995480677,191624.05375537745,0.13331476082873261,0.64,0.82,0.23,0.19,0.53,2.0,3726825185.486282,0.16092849368650758,1496.6455816214866,7.04,9.02,3.9400000000000013,11.040000000000001,9.120000000000001,25.44,0
0.1509055226520846,0.7769230769230769,0.4730466193552581,3.6915504483647587e-07,89764713.85643302,147065475.7100623,420280.8190104865,343380.3195138755,184577.52241823793,0.1509055226520846,0.77,0.61,0.59,0.25,0.17,3.0,2459842420.647342,0.13917665063280588,1513.0109484377513,8.47,6.71,4.819999999999999,28.32,12.0,8.16,0
0.19775683224634322,0.7769230769230769,0.608439202596757,3.824878793375035e-07,98970374.86755565,109620764.61399534,432155.25375193974,363057.86954346416,191243.93966875176,0.19775683224634322,0.64,0.31,0.18,0.38,0.42,4.0,3163883853.503136,0.14253526483453835,1555.758913506983,7.04,3.41,9.55,8.64,18.240000000000002,20.16,0
0.12313339930917566,0.7769230769230769,0.4427242065746012,3.6898689524458106e-07,92630859.79821752,168817781.9590797,413080.8839963135,331716.0277098538,184493.44762229052,0.12313339930917566,0.9,0.38,0.2,0.66,0.13,5.0,2302165874.1879263,0.1466278996922477,1487.0911823867286,9.9,4.18,5.92,9.600000000000001,31.68,6.24,0
0.7073929956860602,0.7769230769230769,0.7734595640725012,3.9049880531701867e-07,113351715.39570177,115549564.36473647,544852.9543522086,577105.0581881453,195249.40265850932,0.7073929956860602,0.28,0.33,0.18,0.22,0.16,6.0,4021989733.177006,0.05835247124730552,1961.470635667951,3.08,3.6300000000000003,13.290000000000001,8.64,10.56,7.68,0
0.4321385732439744,0.7769230769230769,0.766048702218003,3.836122834085106e-07,114967161.57924582,128522361.95838235,487233.2026944126,461498.20076246926,191806.1417042553,0.4321385732439744,0.84,0.38,0.19,0.25,0.19,7.0,3983453251.5336156,0.09366393883578175,1754.0395296998854,9.24,4.18,6.58,9.120000000000001,12.0,9.120000000000001,0
0.2058715166558409,0.7769230769230769,0.4928025326157814,3.736818323835951e-07,92424870.43691494,133106568.16208525,434178.92153236887,366466.0369954532,186840.91619179756,0.2058715166558409,0.4,0.7,0.23,0.54,0.21,8.0,2562573169.602063,0.13033161428558254,1563.0441175165279,4.4,7.699999999999999,7.9,11.040000000000001,25.92,10.08,0
0.19788342964423244,0.7769230769230769,0.5979210451563036,3.7951713168013556e-07,102340049.28980678,133185705.03661016,432186.89780588076,363111.0404505776,189758.56584006778,0.19788342964423244,0.58,0.85,0.42,0.15,0.36,9.0,3109189434.812779,0.13906598465485862,1555.8728321011706,6.38,9.35,4.270000000000001,20.16,7.199999999999999,17.28,0
0.37943937444176257,0.7769230769230769,0.6374667870341474,3.867954351440062e-07,108586904.18468034,107229341.60978247,475405.68406047305,439364.5372655403,193397.7175720031,0.37943937444176257,0.43,0.46,0.13,0.31,0.32,10.0,3314827292.5775666,0.10680564843099842,1711.460462617703,4.7299999999999995,5.0600000000000005,10.209999999999999,6.24,14.879999999999999,15.36,0
0.45762432912832385,0.7769230769230769,0.7338467863125727,3.8282659760062623e-07,112864809.65490796,132865443.6823562,492851.2713128781,472202.218233896,191413.29880031312,0.45762432912832385,0.76,0.48,0.24,0.22,0.16,11.0,3816003288.825378,0.08837943603233132,1774.2645767263612,8.36,5.279999999999999,6.360000000000001,11.52,10.56,7.68,0
0.45287051667354755,0.7769230769230769,0.5644890126660667,3.8040138642081803e-07,100528225.39005707,132678347.08726865,491808.21199764236,470205.61700289,190200.69321040902,0.45287051667354755,0.4,0.64,0.25,0.37,0.11,12.0,2935342865.8635464,0.08673753013973834,1770.5095631915124,4.4,7.04,8.559999999999999,12.0,17.759999999999998,5.28,0
0.1619179272807249,0.7769230769230769,0.6758285026467157,3.81845570600585e-07,108117621.59574316,127547864.11938302,423101.8672262773,348005.52945790446,190922.7853002925,0.1619179272807249,0.42,0.94,0.22,0.26,0.46,13.0,3514308213.762922,0.15124543304883575,1523.1667220145982,4.62,10.34,5.039999999999999,10.56,12.48,22.080000000000002,0
0.15581570229975691,0.7769230769230769,0.7229510817208584,3.820406491533089e-07,107777095.24162601,124818178.81229922,421540.9922060129,345442.5949658979,191020.32457665444,0.15581570229975691,0.54,0.83,0.26,0.21,0.48,14.0,3759345624.948464,0.15314768458698363,1517.5475719416463,5.94,9.129999999999999,4.93,12.48,10.08,23.04,0
